,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
76,76,76,76,76,AgAsO3,Ag,As,0,1,5,1.28,0.46,tetragonal,-0.815,0.293,-,11.367,0,3.571,3.571,4.458,90,90,90,0.529,0.3407407407,1.0274534997,7.5760000000000005,9.81,1.93,2.18,1.0274534997,1.045,1.33,0.385,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
77,77,77,77,77,AgAuO3,Ag,Au,0,element not in BV,element not in BV,1.28,0.93,cubic,0.286,0.539,-,13.242,0,4.046,4.046,4.046,90,90,90,-1.113,0.6888888889,0.8156538748000001,7.5760000000000005,9.225,1.93,2.54,0.8156538748000001,1.045,1.33,0.385,1.21,1.45,0.488,2.30863,11,24,29,14
78,78,78,78,78,AgBO3,Ag,B,0,3,3,0.75,0.27,cubic,-0.35,1.074,-,8.138,0,3.439,3.439,3.439,90,90,90,-2.641,0.2,0.9166199015000001,7.5760000000000005,8.298,1.93,2.04,0.9166199015000001,1.045,1.33,0.385,0.48,0.315,,0.279723,4,1,0,0
79,79,79,79,79,AgBaO3,Ag,Ba,0,not balanced,not balanced,1.28,1.35,orthorhombic,-0.989,0.388,-,15.631,0.247,6.636,6.739,6.99,90,90,90,-6.975,1.0,0.6887743832,7.5760000000000005,5.2120000000000015,1.93,0.89,0.6887743832,1.045,1.33,0.385,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
80,80,80,80,80,AgBeO3,Ag,Be,0,not balanced,not balanced,1.28,0.45,cubic,-0.616,0.683,-,8.781,0,3.528,3.528,3.528,90,90,90,-3.058,0.3333333333,1.0331615747,7.5760000000000005,9.322000000000001,1.93,1.57,1.0331615747,1.045,1.33,0.385,0.64,0.44,,,4,0,0,0
81,81,81,81,81,AgBiO3,Ag,Bi,0,1,5,1.28,0.76,rhombohedral,-0.817,0.064,-,13.662,0,5.765,5.765,5.765,60.4,60.4,60.4,-0.062,0.5629629629999999,0.8813700637999999,7.5760000000000005,7.289,1.93,2.02,0.8813700637999999,1.045,1.33,0.385,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
82,82,82,82,82,AgCaO3,Ag,Ca,0,not balanced,not balanced,1.28,1.0,rhombohedral,-0.975,0.435,-,14.204,0,5.884,5.884,5.884,59.4,59.4,59.4,-6.108,0.7407407407,0.7913578018999999,7.5760000000000005,6.1129999999999995,1.93,1.0,0.7913578018999999,1.045,1.33,0.385,1.32,1.68,0.34,0.02455,8,12,0,0
83,83,83,83,83,AgCdO3,Ag,Cd,0,not balanced,not balanced,1.28,0.95,cubic,0.174,0.781,-,14.05,0,4.126,4.126,4.126,90,90,90,-4.143,0.7037037037,0.8085612324,7.5760000000000005,8.993,1.93,1.69,0.8085612324,1.045,1.33,0.385,0.985,1.23,0.37,,10,18,20,0
84,84,84,84,84,AgCeO3,Ag,Ce,0,not balanced,not balanced,1.28,0.94,orthorhombic,-1.597,0.28,0,15.13,0,5.962,6.115,8.3,90,90,90,-3.253,0.6962962963,0.8120920675,7.5760000000000005,5.54,1.93,1.12,0.8120920675,1.045,1.33,0.385,,,,,12,24,21,0
85,85,85,85,85,AgCoO3,Ag,Co,0,not balanced,not balanced,1.28,0.63,orthorhombic,-0.481,0.258,0.005,10.146,0,5.208,5.302,7.348,90,90,90,-,0.4666666667,0.9392377952,7.5760000000000005,7.86,1.93,1.88,0.9392377952,1.045,1.33,0.385,0.92,1.1,0.21,0.662,8,12,7,0
86,86,86,86,86,AgCrO3,Ag,Cr,0,1,5,1.28,0.49,orthorhombic,-1.236,0.15,0.386,10.545,0,5.357,5.401,7.29,90,90,90,0.037,0.36296296299999997,1.0107015405,7.5760000000000005,6.766,1.93,1.66,1.0107015405,1.045,1.33,0.385,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
87,87,87,87,87,AgCsO3,Ag,Cs,0,not balanced,not balanced,1.28,1.67,cubic,0.539,1.287,-,16.599,0,4.362,4.362,4.362,90,90,90,-1.803,1.2370370370000001,0.6157916671,7.5760000000000005,3.8939999999999997,1.93,0.79,0.6157916671,1.045,1.33,0.385,1.71,2.6,,0.4716260000000001,11,24,20,0
88,88,88,88,88,AgCuO3,Ag,Cu,0,not balanced,not balanced,1.28,0.68,orthorhombic,-0.224,0.23,-,10.222,0,5.066,5.322,7.583,90,90,90,-2.405,0.5037037037,0.9161038593999999,7.5760000000000005,7.726,1.93,1.9,0.9161038593999999,1.045,1.33,0.385,0.88,1.16,0.185,1.235,7,12,10,0
89,89,89,89,89,AgDyO3,Ag,Dy,0,not balanced,not balanced,1.28,0.99,cubic,-1.334,0.704,0,16.23,0,4.329,4.329,4.329,90,90,90,-3.359,0.7333333333,0.7947396729,7.5760000000000005,5.94,1.93,1.22,0.7947396729,1.045,1.33,0.385,,,,,12,24,20,9
90,90,90,90,90,AgErO3,Ag,Er,0,not balanced,not balanced,1.28,0.89,cubic,-1.386,0.675,-0.023,15.94,0,4.303,4.303,4.303,90,90,90,-3.225,0.6592592593,0.8302191226000001,7.5760000000000005,6.101,1.93,1.24,0.8302191226000001,1.045,1.33,0.385,,,,,12,24,20,11
91,91,91,91,91,AgEuO3,Ag,Eu,0,not balanced,not balanced,1.28,1.06,orthorhombic,-1.17,0.347,-0.033,13.994,0,5.684,5.956,8.268,90,90,90,-4.981,0.7851851851999999,0.7716559479,7.5760000000000005,5.67,1.93,1.2,0.7716559479,1.045,1.33,0.385,,,,,12,24,20,6
92,92,92,92,92,AgFeO3,Ag,Fe,0,not balanced,not balanced,1.28,0.67,orthorhombic,-0.817,0.142,0.851,10.78,0,5.451,5.474,7.225,90,90,90,-,0.4962962963000001,0.920639027,7.5760000000000005,7.87,1.93,1.83,0.920639027,1.045,1.33,0.385,0.95,1.16,0.22,0.151,8,12,6,0
93,93,93,93,93,AgGaO3,Ag,Ga,0,not balanced,not balanced,1.28,0.62,orthorhombic,-0.927,0.236,-,10.602,0,5.13,5.419,7.628,90,90,90,-2.518,0.4592592593,0.9440054998,7.5760000000000005,5.999,1.93,1.81,0.9440054998,1.045,1.33,0.385,0.76,0.935,0.17,0.43,8,13,10,0
94,94,94,94,94,AgGdO3,Ag,Gd,0,not balanced,not balanced,1.28,0.94,cubic,-1.281,0.728,0,16.72,0,4.373,4.373,4.373,90,90,90,-3.47,0.6962962963,0.8120920675,7.5760000000000005,6.15,1.93,1.2,0.8120920675,1.045,1.33,0.385,,,,,12,24,20,7
95,95,95,95,95,AgGeO3,Ag,Ge,0,not balanced,not balanced,1.28,0.63,orthorhombic,-1.053,0.186,-,10.4,0,5.325,5.343,7.31,90,90,90,-0.267,0.4666666667,0.9392377952,7.5760000000000005,7.899,1.93,2.01,0.9392377952,1.045,1.33,0.385,0.72,0.84,0.16,1.232712,8,14,10,0
96,96,96,96,96,AgHfO3,Ag,Hf,0,not balanced,not balanced,1.28,0.71,orthorhombic,-2.24,0.17,0.002,12.255,0,5.376,5.735,7.951,90,90,90,-0.054,0.5259259259000001,0.902762541,7.5760000000000005,6.65,1.93,1.3,0.902762541,1.045,1.33,0.385,1.3,1.61,0.63,0.0,12,24,21,14
97,97,97,97,97,AgHgO3,Ag,Hg,0,not balanced,not balanced,1.28,1.11,cubic,0.409,0.703,-,14.36,0,4.156,4.156,4.156,90,90,90,-3.166,0.8222222222,0.755971884,7.5760000000000005,10.437000000000001,1.93,2.0,0.755971884,1.045,1.33,0.385,1.07,1.34,0.475,,11,24,30,14
98,98,98,98,98,AgHoO3,Ag,Ho,0,not balanced,not balanced,1.28,0.9,cubic,-1.362,0.688,0.03,15.995,0,4.308,4.308,4.308,90,90,90,-3.272,0.6666666667,0.8265292598,7.5760000000000005,6.018,1.93,1.23,0.8265292598,1.045,1.33,0.385,,,,,12,24,20,10
99,99,99,99,99,AgInO3,Ag,In,0,not balanced,not balanced,1.28,0.8,cubic,-0.391,0.643,-,14.198,0,4.141,4.141,4.141,90,90,90,-3.35,0.5925925926,0.8649724812,7.5760000000000005,5.7860000000000005,1.93,1.78,0.8649724812,1.045,1.33,0.385,0.94,1.11,0.36,0.3,10,19,20,0
100,100,100,100,100,AgIrO3,Ag,Ir,0,1,5,1.28,0.57,rhombohedral,-0.591,0.154,0.007,11.313,0,5.367,5.367,5.367,61.6,61.6,61.6,1.233,0.4222222222,0.9685889763,7.5760000000000005,9.1,1.93,2.2,0.9685889763,1.045,1.33,0.385,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
101,101,101,101,101,AgKO3,Ag,K,0,not balanced,not balanced,1.28,1.38,cubic,1.006,1.761,-,16.199,0,4.327,4.327,4.327,90,90,90,-4.658,1.0222222222,0.6812054339,7.5760000000000005,4.341,1.93,0.82,0.6812054339,1.045,1.33,0.385,1.54,2.15,0.37,0.50147,7,12,0,0
102,102,102,102,102,AgLaO3,Ag,La,0,not balanced,not balanced,1.28,1.03,orthorhombic,-1.707,0.261,0.089,15.011,0,5.835,6.067,8.48,90,90,90,-2.616,0.762962963,0.7813827036,7.5760000000000005,5.58,1.93,1.1,0.7813827036,1.045,1.33,0.385,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
103,103,103,103,103,AgLiO3,Ag,Li,0,not balanced,not balanced,1.28,0.76,cubic,0.105,0.926,-,9.602,0,3.635,3.635,3.635,90,90,90,-5.547,0.5629629629999999,0.8813700637999999,7.5760000000000005,5.392,1.93,0.98,0.8813700637999999,1.045,1.33,0.385,0.985,0.625,,0.618049,3,0,0,0
104,104,104,104,104,AgLuO3,Ag,Lu,0,not balanced,not balanced,1.28,0.86,cubic,-1.528,0.565,-0.4,15.37,0,4.252,4.252,4.252,90,90,90,-2.317,0.637037037,0.8414890654,7.5760000000000005,5.4259,1.93,1.27,0.8414890654,1.045,1.33,0.385,,,,0.34,12,24,20,14
105,105,105,105,105,AgMgO3,Ag,Mg,0,not balanced,not balanced,1.28,0.72,cubic,-0.609,0.694,-,11.551,0,3.865,3.865,3.865,90,90,90,-3.823,0.5333333333,0.8984013693,7.5760000000000005,7.646,1.93,1.31,0.8984013693,1.045,1.33,0.385,0.9,1.13,,,6,6,0,0
106,106,106,106,106,AgMnO3,Ag,Mn,0,not balanced,not balanced,1.28,0.62,orthorhombic,-1.013,0.151,0.596,10.451,0,5.328,5.333,7.356,90,90,90,-0.942,0.4592592593,0.9440054998,7.5760000000000005,7.435,1.93,1.55,0.9440054998,1.045,1.33,0.385,0.99,1.23,0.23,,8,12,5,0
107,107,107,107,107,AgMoO3,Ag,Mo,0,1,5,1.28,0.61,cubic,-1.548,0.182,0,11.963,0,3.911,3.911,3.911,90,90,90,4.381,0.4518518519,0.9488218543000001,7.5760000000000005,7.099,1.93,2.16,0.9488218543000001,1.045,1.33,0.385,1.22,1.5,0.49,0.748,9,18,15,0
108,108,108,108,108,AgNaO3,Ag,Na,0,not balanced,not balanced,1.28,1.02,cubic,0.624,1.373,-,13.092,0,4.03,4.03,4.03,90,90,90,-9.782,0.7555555556,0.7846796770000001,7.5760000000000005,5.138999999999999,1.93,0.93,0.7846796770000001,1.045,1.33,0.385,1.1,1.55,,0.547926,5,6,0,0
109,109,109,109,109,AgNbO3,Ag,Nb,1,1,5,1.28,0.64,rhombohedral,-2.009,0.043,0,12.263,1.269,5.611,5.611,5.611,59.2,59.2,59.2,4.672,0.47407407409999996,0.9345180073,7.5760000000000005,6.88,1.93,1.6,0.9345180073,1.045,1.33,0.385,1.23,1.53,0.51,0.893,9,18,14,0
110,110,110,110,110,AgNdO3,Ag,Nd,0,not balanced,not balanced,1.28,0.98,cubic,-1.152,0.827,0.013,17.662,0,4.453,4.453,4.453,90,90,90,-3.549,0.7259259259,0.7981505728,7.5760000000000005,5.53,1.93,1.14,0.7981505728,1.045,1.33,0.385,,,,,12,24,20,3
111,111,111,111,111,AgNiO3,Ag,Ni,0,not balanced,not balanced,1.28,0.59,orthorhombic,-0.377,0.232,0.006,10.196,0,5.118,5.377,7.41,90,90,90,-1.927,0.437037037,0.9586035229000001,7.5760000000000005,7.635,1.93,1.91,0.9586035229000001,1.045,1.33,0.385,0.96,1.22,0.195,1.156,8,12,8,0
112,112,112,112,112,AgNpO3,Ag,Np,0,element not in BV,element not in BV,1.28,0.86,orthorhombic,-2.246,0.086,0.4,14.282,1.698,5.694,6.003,8.356,90,90,90,1.048,0.637037037,0.8414890654,7.5760000000000005,6.19,1.93,1.36,0.8414890654,1.045,1.33,0.385,,,,,14,30,31,17
113,113,113,113,113,AgOsO3,Ag,Os,0,element not in BV,element not in BV,1.28,0.57,rhombohedral,-0.801,0.18,0.077,11.258,0,5.379,5.379,5.379,61,61,61,3.043,0.4222222222,0.9685889763,7.5760000000000005,8.7,1.93,2.2,0.9685889763,1.045,1.33,0.385,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
114,114,114,114,114,AgPaO3,Ag,Pa,0,element not in BV,element not in BV,1.28,0.91,rhombohedral,-2.326,-0.361,0,14.961,2.571,6.043,6.043,6.043,58.2,58.2,58.2,4.367,0.6740740741,0.8228720506999999,7.5760000000000005,5.89,1.93,1.5,0.8228720506999999,1.045,1.33,0.385,,,,,14,30,32,14
115,115,115,115,115,AgPbO3,Ag,Pb,0,not balanced,not balanced,1.28,0.99,orthorhombic,-0.668,0.106,-,13.353,0,5.484,5.809,8.382,90,90,90,-1.825,0.7333333333,0.7947396729,7.5760000000000005,7.416,1.93,2.33,0.7947396729,1.045,1.33,0.385,0.96,1.13,0.45,0.364,12,25,30,14
116,116,116,116,116,AgPdO3,Ag,Pd,0,not balanced,not balanced,1.28,0.75,orthorhombic,-0.323,0.115,-,11.304,0,5.3,5.526,7.719,90,90,90,-1.906,0.5555555556,0.8855670641,7.5760000000000005,8.34,1.93,2.2,0.8855670641,1.045,1.33,0.385,1.08,1.37,0.4,0.562,8,18,20,0
117,117,117,117,117,AgPmO3,Ag,Pm,0,element not in BV,element not in BV,1.28,0.97,cubic,-1.194,0.757,-0.025,17.337,0,4.426,4.426,4.426,90,90,90,-3.507,0.7185185184999999,0.8015908769,7.5760000000000005,5.553999999999999,1.93,1.13,0.8015908769,1.045,1.33,0.385,,,,,12,24,20,4
118,118,118,118,118,AgPrO3,Ag,Pr,0,not balanced,not balanced,1.28,0.92,orthorhombic,-1.624,0.276,-0.001,14.835,0,5.914,6.088,8.241,90,90,90,-3.23,0.6814814815000001,0.8192470637,7.5760000000000005,5.46,1.93,1.13,0.8192470637,1.045,1.33,0.385,,,,0.962,12,24,21,1
119,119,119,119,119,AgPtO3,Ag,Pt,0,element not in BV,element not in BV,1.28,0.67,orthorhombic,-0.389,0.162,0.185,11.472,0,5.39,5.527,7.702,90,90,90,-0.739,0.4962962963000001,0.920639027,7.5760000000000005,9.0,1.93,2.28,0.920639027,1.045,1.33,0.385,1.24,1.46,0.51,2.128,12,24,27,14
120,120,120,120,120,AgPuO3,Ag,Pu,0,element not in BV,element not in BV,1.28,0.83,orthorhombic,-2.016,0.046,0.6,14.166,0.997,5.67,5.99,8.343,90,90,90,0.281,0.6148148148,0.8530691901,7.5760000000000005,6.06,1.93,1.28,0.8530691901,1.045,1.33,0.385,,,,,14,30,31,18
121,121,121,121,121,AgRbO3,Ag,Rb,0,not balanced,not balanced,1.28,1.52,cubic,0.957,1.699,-,16.106,0,4.318,4.318,4.318,90,90,90,-12.398,1.1259259259,0.6479759005,7.5760000000000005,4.177,1.93,0.82,0.6479759005,1.045,1.33,0.385,1.67,2.43,0.71,0.48592,9,18,10,0
122,122,122,122,122,AgReO3,Ag,Re,0,1,5,1.28,0.58,cubic,-1.22,0.301,0,11.768,0,3.889,3.889,3.889,90,90,90,4.367,0.4296296296,0.9635703806,7.5760000000000005,7.88,1.93,1.9,0.9635703806,1.045,1.33,0.385,1.19,1.49,0.565,0.15,12,24,24,14
123,123,123,123,123,AgRhO3,Ag,Rh,0,not balanced,not balanced,1.28,0.61,orthorhombic,-0.541,0.188,0.038,11.041,0,5.357,5.411,7.617,90,90,90,0.287,0.4518518519,0.9488218543000001,7.5760000000000005,7.46,1.93,2.28,0.9488218543000001,1.045,1.33,0.385,1.11,1.41,0.42,1.137,9,18,18,0
124,124,124,124,124,AgRuO3,Ag,Ru,0,1,5,1.28,0.57,rhombohedral,-0.754,0.112,0.1,11.148,0,5.375,5.375,5.375,60.7,60.7,60.7,1.891,0.4222222222,0.9685889763,7.5760000000000005,7.37,1.93,2.2,0.9685889763,1.045,1.33,0.385,1.145,1.46,0.45,1.05,9,18,17,0
125,125,125,125,125,AgSbO3,Ag,Sb,1,1,5,1.28,0.6,orthorhombic,-1.157,0.109,-,12.152,0,5.539,5.591,7.848,90,90,90,2.278,0.44444444439999997,0.9536876073999999,7.5760000000000005,8.641,1.93,2.05,0.9536876073999999,1.045,1.33,0.385,0.83,0.935,0.335,1.046,10,21,20,0
126,126,126,126,126,AgScO3,Ag,Sc,0,not balanced,not balanced,1.28,0.75,orthorhombic,-1.781,0.235,0.001,11.772,0,5.276,5.635,7.918,90,90,90,-2.029,0.5555555556,0.8855670641,7.5760000000000005,6.54,1.93,1.36,0.8855670641,1.045,1.33,0.385,1.22,1.53,0.31,0.188,8,12,1,0
127,127,127,127,127,AgSiO3,Ag,Si,0,not balanced,not balanced,1.28,0.4,tetragonal,-1.63,0.32,-,10.221,0,3.32,3.32,4.638,90,90,90,0.186,0.2962962963,1.0626804769,7.5760000000000005,8.151,1.93,1.9,1.0626804769,1.045,1.33,0.385,0.68,0.74,,1.389522,6,8,0,0
128,128,128,128,128,AgSmO3,Ag,Sm,0,not balanced,not balanced,1.28,0.96,cubic,-1.22,0.743,0.054,17.49,0,4.439,4.439,4.439,90,90,90,-3.43,0.7111111111,0.8050609673000001,7.5760000000000005,5.64,1.93,1.17,0.8050609673000001,1.045,1.33,0.385,,,,,12,24,20,5
129,129,129,129,129,AgSnO3,Ag,Sn,0,not balanced,not balanced,1.28,0.69,orthorhombic,-1.126,0.152,-,12.255,0,5.392,5.661,8.03,90,90,90,-0.512,0.5111111111,0.9116131542,7.5760000000000005,7.3439999999999985,1.93,1.96,0.9116131542,1.045,1.33,0.385,0.88,1.0,0.345,1.112067,10,20,20,0
130,130,130,130,130,AgSrO3,Ag,Sr,0,not balanced,not balanced,1.28,1.18,orthorhombic,-1.047,0.354,-,14.274,0,6.337,6.414,7.024,90,90,90,-7.543,0.8740740740999999,0.7350556658,7.5760000000000005,5.695,1.93,0.95,0.7350556658,1.045,1.33,0.385,1.42,1.79,0.633,0.048,10,18,10,0
131,131,131,131,131,AgTaO3,Ag,Ta,1,1,5,1.28,0.64,rhombohedral,-2.247,0.018,0,12.114,2.03,5.584,5.584,5.584,59.3,59.3,59.3,5.586,0.47407407409999996,0.9345180073,7.5760000000000005,7.89,1.93,1.5,0.9345180073,1.045,1.33,0.385,1.25,1.54,0.605,0.322,12,24,22,14
132,132,132,132,132,AgTbO3,Ag,Tb,0,not balanced,not balanced,1.28,0.84,cubic,-1.177,0.716,-0.001,16.469,0,4.351,4.351,4.351,90,90,90,-3.403,0.6222222222,0.849173897,7.5760000000000005,5.86,1.93,1.1,0.849173897,1.045,1.33,0.385,,,,,12,24,21,7
133,133,133,133,133,AgTcO3,Ag,Tc,0,element not in BV,element not in BV,1.28,0.6,rhombohedral,-1.141,0.172,0.003,11.35,0,5.442,5.442,5.442,59.8,59.8,59.8,3.523,0.44444444439999997,0.9536876073999999,7.5760000000000005,7.28,1.93,1.9,0.9536876073999999,1.045,1.33,0.385,1.16,1.49,0.455,0.55,10,18,15,0
134,134,134,134,134,AgTeO3,Ag,Te,0,not balanced,not balanced,1.28,0.77,orthorhombic,-0.835,0.14,-,12.872,0,5.62,5.719,8.01,90,90,90,1.213,0.5703703703999999,0.8772126578,7.5760000000000005,9.009,1.93,2.1,0.8772126578,1.045,1.33,0.385,0.79,0.88,0.325,1.9708,10,22,20,0
135,135,135,135,135,AgThO3,Ag,Th,0,not balanced,not balanced,1.28,0.94,cubic,-2.063,0.585,-0.115,17.974,0,4.479,4.479,4.479,90,90,90,-0.696,0.6962962963,0.8120920675,7.5760000000000005,6.08,1.93,1.3,0.8120920675,1.045,1.33,0.385,,,,,14,30,31,14
136,136,136,136,136,AgTiO3,Ag,Ti,0,not balanced,not balanced,1.28,0.71,orthorhombic,-1.915,0.137,0.006,11.01,0,5.41,5.418,7.512,90,90,90,-0.16,0.5259259259000001,0.902762541,7.5760000000000005,6.82,1.93,1.54,0.902762541,1.045,1.33,0.385,1.15,1.43,0.28,0.079,8,12,2,0
137,137,137,137,137,AgTlO3,Ag,Tl,0,not balanced,not balanced,1.28,1.2,cubic,0.113,0.694,-,14.969,0,4.214,4.214,4.214,90,90,90,-3.625,0.8888888889,0.7292905233,7.5760000000000005,6.108,1.93,1.62,0.7292905233,1.045,1.33,0.385,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
138,138,138,138,138,AgTmO3,Ag,Tm,0,not balanced,not balanced,1.28,0.96,cubic,-1.419,0.66,0,15.687,0,4.281,4.281,4.281,90,90,90,-3.122,0.7111111111,0.8050609673000001,7.5760000000000005,6.184,1.93,1.25,0.8050609673000001,1.045,1.33,0.385,,,,,12,24,20,12
139,139,139,139,139,AgUO3,Ag,U,0,1,5,1.28,0.76,rhombohedral,-2.513,-0.009,0.2,14.714,2.636,6.032,6.032,6.032,57.7,57.7,57.7,3.748,0.5629629629999999,0.8813700637999999,7.5760000000000005,6.05,1.93,1.38,0.8813700637999999,1.045,1.33,0.385,,,,,14,30,31,16
140,140,140,140,140,AgVO3,Ag,V,1,1,5,1.28,0.54,tetragonal,-1.582,0.125,0,11.419,0.341,3.684,3.684,4.208,90,90,90,1.832,0.4,0.9839634045000001,7.5760000000000005,6.74,1.93,1.63,0.9839634045000001,1.045,1.33,0.385,1.09,1.34,0.26,0.525,8,12,3,0
141,141,141,141,141,AgWO3,Ag,W,0,1,5,1.28,0.62,cubic,-1.675,0.281,0,12.02,0,3.917,3.917,3.917,90,90,90,5.198,0.4592592593,0.9440054998,7.5760000000000005,7.98,1.93,2.36,0.9440054998,1.045,1.33,0.385,1.22,1.515,0.59,0.815,12,24,23,14
142,142,142,142,142,AgYO3,Ag,Y,0,not balanced,not balanced,1.28,0.9,cubic,-1.373,0.643,0.401,16.597,0,4.362,4.362,4.362,90,90,90,-2.727,0.6666666667,0.8265292598,7.5760000000000005,6.38,1.93,1.22,0.8265292598,1.045,1.33,0.385,1.32,1.62,0.58,0.307,10,18,11,0
143,143,143,143,143,AgYbO3,Ag,Yb,0,not balanced,not balanced,1.28,0.95,orthorhombic,-1.234,0.281,-,12.637,0,5.8,5.981,7.285,90,90,90,-5.322,0.7037037037,0.8085612324,7.5760000000000005,6.254,1.93,1.1,0.8085612324,1.045,1.33,0.385,,,,-0.02,12,24,20,13
144,144,144,144,144,AgZnO3,Ag,Zn,0,not balanced,not balanced,1.28,0.74,cubic,-0.13,0.642,-,11.449,0,3.854,3.854,3.854,90,90,90,-3.48,0.5481481481,0.8898042270000001,7.5760000000000005,9.394,1.93,1.65,0.8898042270000001,1.045,1.33,0.385,0.82,1.06,0.175,,8,12,10,0
145,145,145,145,145,AgZrO3,Ag,Zr,0,not balanced,not balanced,1.28,0.72,orthorhombic,-2.099,0.187,-0.034,12.568,0,5.398,5.783,8.052,90,90,90,-0.445,0.5333333333,0.8984013693,7.5760000000000005,6.84,1.93,1.33,0.8984013693,1.045,1.33,0.385,1.265,1.56,0.54,0.426,10,18,12,0
146,146,146,146,146,AlAcO3,Al,Ac,0,element not in BV,element not in BV,0.54,1.12,orthorhombic,-3.304,0.228,0,14.825,3.118,5.553,5.62,9.501,90,90,90,-5.958,0.8296296296,0.5410655127,5.9860000000000015,5.17,1.61,1.1,0.5410655127,0.77,0.905,,,,,0.35,14,30,30,14
147,147,147,147,147,AlAgO3,Al,Ag,0,3,3,0.54,0.75,orthorhombic,-1.543,0.203,-,11.015,0,4.913,5.222,8.588,90,90,90,-5.981,0.5555555556,0.6363961031,5.9860000000000015,7.5760000000000005,1.61,1.93,0.6363961031,0.77,0.905,,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
148,148,148,148,148,Al2O3,Al,Al,0,3,3,0.54,0.54,cubic,-2.079,1.186,-,9.258,0,3.591,3.591,3.591,90,90,90,-0.978,0.4,0.7071067812,5.9860000000000015,5.9860000000000015,1.61,1.61,0.7071067812,0.77,0.905,,0.77,0.905,,0.43283,6,7,0,0
149,149,149,149,149,AlAsO3,Al,As,0,3,3,0.54,0.58,cubic,-0.946,1.409,-,11.095,0,3.814,3.814,3.814,90,90,90,1.18,0.4296296296,0.6924517184000001,5.9860000000000015,9.81,1.61,2.18,0.6924517184000001,0.77,0.905,,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
150,150,150,150,150,AlAuO3,Al,Au,0,element not in BV,element not in BV,0.54,0.93,cubic,-0.085,1.688,-,13.042,0,4.025,4.025,4.025,90,90,90,-0.897,0.6888888889,0.5861543054999999,5.9860000000000015,9.225,1.61,2.54,0.5861543054999999,0.77,0.905,,1.21,1.45,0.488,2.30863,11,24,29,14
151,151,151,151,151,AlBO3,Al,B,0,3,3,0.54,0.27,cubic,-1.37,1.613,-,7.079,0,3.283,3.283,3.283,90,90,90,0.694,0.2,0.8249579114,5.9860000000000015,8.298,1.61,2.04,0.8249579114,0.77,0.905,,0.48,0.315,,0.279723,4,1,0,0
152,152,152,152,152,AlBaO3,Al,Ba,0,not balanced,not balanced,0.54,1.35,orthorhombic,-2.722,0.217,-,15.338,0.369,5.405,6.293,9.019,90,90,90,-9.71,1.0,0.4949747468,5.9860000000000015,5.2120000000000015,1.61,0.89,0.4949747468,0.77,0.905,,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
153,153,153,153,153,AlBeO3,Al,Be,0,not balanced,not balanced,0.54,0.45,cubic,-1.499,1.332,-,7.62,0,3.365,3.365,3.365,90,90,90,-4.029,0.3333333333,0.7424621201999999,5.9860000000000015,9.322000000000001,1.61,1.57,0.7424621201999999,0.77,0.905,,0.64,0.44,,,4,0,0,0
154,154,154,154,154,AlBiO3,Al,Bi,0,not balanced,not balanced,0.54,0.9,orthorhombic,-2.132,0.257,-,13.078,1.156,5.494,5.499,8.657,90,90,90,-4.525,0.6666666667,0.5939696962,5.9860000000000015,7.289,1.61,2.02,0.5939696962,0.77,0.905,,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
155,155,155,155,155,AlCaO3,Al,Ca,0,not balanced,not balanced,0.54,1.0,orthorhombic,-2.797,0.165,-,12.156,0,5.18,5.611,8.364,90,90,90,-9.223,0.7407407407,0.56869439,5.9860000000000015,6.1129999999999995,1.61,1.0,0.56869439,0.77,0.905,,1.32,1.68,0.34,0.02455,8,12,0,0
156,156,156,156,156,AlCdO3,Al,Cd,0,not balanced,not balanced,0.54,0.95,orthorhombic,-1.93,0.197,-,11.712,0.211,5.236,5.506,8.124,90,90,90,-7.376,0.7037037037,0.5810573115,5.9860000000000015,8.993,1.61,1.69,0.5810573115,0.77,0.905,,0.985,1.23,0.37,,10,18,20,0
