,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],Octahedral Factor,Tolerance Factor,A Ionization Energy,B Ionization Energy,A Electronegativity,B Electronegativity,Goldschmidt Tolerance Factor,A rs,A rp,A rd,B rs,B rp,B rd,B EA,B s total,B p total,B d total,B f total
3978,3978,3978,3978,3978,SiNbO3,Si,Nb,0,not balanced,not balanced,0.4,0.68,cubic,-1.654,1.052,0.001,12.85,0,4.005,4.005,4.005,90,90,90,4.173,0.5037037037,0.6095748114,8.151,6.88,1.9,1.6,0.6095748114,0.68,0.74,,1.23,1.53,0.51,0.893,9,18,14,0
3979,3979,3979,3979,3979,SiNdO3,Si,Nd,0,not balanced,not balanced,0.4,0.98,cubic,-1.131,2.162,-0.144,17.24,0,4.417,4.417,4.417,90,90,90,-6.481,0.7259259259,0.5310887842,8.151,5.53,1.9,1.14,0.5310887842,0.68,0.74,,,,,,12,24,20,3
3980,3980,3980,3980,3980,SiNiO3,Si,Ni,0,2,4,0.4,0.48,cubic,-0.37,1.994,0.157,9.641,0,3.639,3.639,3.639,90,90,90,-4.359,0.3555555556,0.6761950093000001,8.151,7.635,1.9,1.91,0.6761950093000001,0.68,0.74,,0.96,1.22,0.195,1.156,8,12,8,0
3981,3981,3981,3981,3981,SiNpO3,Si,Np,0,element not in BV,element not in BV,0.4,0.86,cubic,-1.659,1.489,0.569,16.033,0,4.312,4.312,4.312,90,90,90,1.255,0.637037037,0.5599261842000001,8.151,6.19,1.9,1.36,0.5599261842000001,0.68,0.74,,,,,,14,30,31,17
3982,3982,3982,3982,3982,SiOsO3,Si,Os,0,element not in BV,element not in BV,0.4,0.57,cubic,-0.537,1.656,0.2,11.8,0,3.893,3.893,3.893,90,90,90,1.39,0.4222222222,0.6444983683,8.151,8.7,1.9,2.2,0.6444983683,0.68,0.74,,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
3983,3983,3983,3983,3983,SiPaO3,Si,Pa,0,element not in BV,element not in BV,0.4,0.91,cubic,-1.799,1.022,0.006,16.608,0,4.363,4.363,4.363,90,90,90,3.342,0.6740740741,0.5475384368,8.151,5.89,1.9,1.5,0.5475384368,0.68,0.74,,,,,,14,30,32,14
3984,3984,3984,3984,3984,SiPbO3,Si,Pb,0,2,4,0.4,0.78,cubic,-0.367,2.036,-,14.624,0,4.182,4.182,4.182,90,90,90,-3.953,0.5777777778000001,0.5809562756000001,8.151,7.416,1.9,2.33,0.5809562756000001,0.68,0.74,,0.96,1.13,0.45,0.364,12,25,30,14
3985,3985,3985,3985,3985,SiPdO3,Si,Pd,0,2,4,0.4,0.62,cubic,-0.132,1.972,-,11.917,0,3.906,3.906,3.906,90,90,90,-1.586,0.4592592593,0.6281405417,8.151,8.34,1.9,2.2,0.6281405417,0.68,0.74,,1.08,1.37,0.4,0.562,8,18,20,0
3986,3986,3986,3986,3986,SiPmO3,Si,Pm,0,element not in BV,element not in BV,0.4,0.97,cubic,-1.176,2.045,0,16.774,0,4.377,4.377,4.377,90,90,90,-6.429,0.7185185184999999,0.5333779599,8.151,5.553999999999999,1.9,1.13,0.5333779599,0.68,0.74,,,,,,12,24,20,4
3987,3987,3987,3987,3987,SiPrO3,Si,Pr,0,not balanced,not balanced,0.4,0.92,cubic,-1.084,2.087,-0.133,17.594,0,4.447,4.447,4.447,90,90,90,-6.586,0.6814814815000001,0.5451263732,8.151,5.46,1.9,1.13,0.5451263732,0.68,0.74,,,,,0.962,12,24,21,1
3988,3988,3988,3988,3988,SiPtO3,Si,Pt,0,element not in BV,element not in BV,0.4,0.67,cubic,-0.143,1.938,0.001,12.257,0,3.943,3.943,3.943,90,90,90,-0.686,0.4962962963000001,0.6125925085,8.151,9.0,1.9,2.28,0.6125925085,0.68,0.74,,1.24,1.46,0.51,2.128,12,24,27,14
3989,3989,3989,3989,3989,SiPuO3,Si,Pu,0,element not in BV,element not in BV,0.4,0.83,cubic,-1.702,1.498,0.799,16.238,0,4.33,4.33,4.33,90,90,90,2.643,0.6148148148,0.5676315904,8.151,6.06,1.9,1.28,0.5676315904,0.68,0.74,,,,,,14,30,31,18
3990,3990,3990,3990,3990,SiRbO3,Si,Rb,0,not balanced,not balanced,0.4,1.52,cubic,0.933,3.416,-,15.411,0,4.255,4.255,4.255,90,90,90,-16.921,1.1259259259,0.4311626715,8.151,4.177,1.9,0.82,0.4311626715,0.68,0.74,,1.67,2.43,0.71,0.48592,9,18,10,0
3991,3991,3991,3991,3991,SiReO3,Si,Re,0,not balanced,not balanced,0.4,0.57,cubic,-0.889,1.468,0,11.886,0,3.902,3.902,3.902,90,90,90,1.991,0.4222222222,0.6444983683,8.151,7.88,1.9,1.9,0.6444983683,0.68,0.74,,1.19,1.49,0.565,0.15,12,24,24,14
3992,3992,3992,3992,3992,SiRhO3,Si,Rh,0,2,4,0.4,0.6,cubic,-0.39,1.765,0.012,11.664,0,3.878,3.878,3.878,90,90,90,0.272,0.44444444439999997,0.6345830088000001,8.151,7.46,1.9,2.28,0.6345830088000001,0.68,0.74,,1.11,1.41,0.42,1.137,9,18,18,0
3993,3993,3993,3993,3993,SiRuO3,Si,Ru,0,2,4,0.4,0.62,cubic,-0.598,1.626,0.307,11.668,0,3.878,3.878,3.878,90,90,90,1.553,0.4592592593,0.6281405417,8.151,7.37,1.9,2.2,0.6281405417,0.68,0.74,,1.145,1.46,0.45,1.05,9,18,17,0
3994,3994,3994,3994,3994,SiSbO3,Si,Sb,0,2,4,0.4,0.68,cubic,-0.814,1.556,-,13.242,0,4.046,4.046,4.046,90,90,90,2.04,0.5037037037,0.6095748114,8.151,8.641,1.9,2.05,0.6095748114,0.68,0.74,,0.83,0.935,0.335,1.046,10,21,20,0
3995,3995,3995,3995,3995,SiScO3,Si,Sc,0,not balanced,not balanced,0.4,0.75,cubic,-1.573,1.736,0.003,13.057,0,4.027,4.027,4.027,90,90,90,-4.334,0.5555555556,0.589255651,8.151,6.54,1.9,1.36,0.589255651,0.68,0.74,,1.22,1.53,0.31,0.188,8,12,1,0
3996,3996,3996,3996,3996,Si2O3,Si,Si,0,not balanced,not balanced,0.4,0.4,cubic,-1.763,1.003,-,8.977,1.921,3.554,3.554,3.554,90,90,90,5.683,0.2962962963,0.7071067812,8.151,8.151,1.9,1.9,0.7071067812,0.68,0.74,,0.68,0.74,,1.389522,6,8,0,0
3997,3997,3997,3997,3997,SiSmO3,Si,Sm,0,not balanced,not balanced,0.4,0.96,cubic,-1.203,2.031,0,16.532,0,4.356,4.356,4.356,90,90,90,-6.368,0.7111111111,0.5356869554,8.151,5.64,1.9,1.17,0.5356869554,0.68,0.74,,,,,,12,24,20,5
3998,3998,3998,3998,3998,SiSnO3,Si,Sn,0,2,4,0.4,0.69,cubic,-1.023,1.436,-,12.901,1.755,4.01,4.01,4.01,90,90,90,2.712,0.5111111111,0.6065866995,8.151,7.3439999999999985,1.9,1.96,0.6065866995,0.68,0.74,,0.88,1.0,0.345,1.112067,10,20,20,0
3999,3999,3999,3999,3999,SiSrO3,Si,Sr,0,not balanced,not balanced,0.4,1.18,cubic,-0.202,3.075,-,16.907,0,4.389,4.389,4.389,90,90,90,-10.947,0.8740740740999999,0.4891054811,8.151,5.695,1.9,0.95,0.4891054811,0.68,0.74,,1.42,1.79,0.633,0.048,10,18,10,0
4000,4000,4000,4000,4000,SiTaO3,Si,Ta,0,not balanced,not balanced,0.4,0.68,cubic,-1.842,0.937,0.001,12.639,0,3.983,3.983,3.983,90,90,90,4.52,0.5037037037,0.6095748114,8.151,7.89,1.9,1.5,0.6095748114,0.68,0.74,,1.25,1.54,0.605,0.322,12,24,22,14
4001,4001,4001,4001,4001,SiTbO3,Si,Tb,0,not balanced,not balanced,0.4,0.84,cubic,-1.193,1.97,0.009,15.745,0,4.286,4.286,4.286,90,90,90,-5.984,0.6222222222,0.5650396653,8.151,5.86,1.9,1.1,0.5650396653,0.68,0.74,,,,,,12,24,21,7
4002,4002,4002,4002,4002,SiTcO3,Si,Tc,0,element not in BV,element not in BV,0.4,0.6,cubic,-0.907,1.447,0.004,11.744,0,3.887,3.887,3.887,90,90,90,2.295,0.44444444439999997,0.6345830088000001,8.151,7.28,1.9,1.9,0.6345830088000001,0.68,0.74,,1.16,1.49,0.455,0.55,10,18,15,0
4003,4003,4003,4003,4003,SiTeO3,Si,Te,0,2,4,0.4,0.97,cubic,-0.499,1.736,-,14.234,0,4.144,4.144,4.144,90,90,90,1.304,0.7185185184999999,0.5333779599,8.151,9.009,1.9,2.1,0.5333779599,0.68,0.74,,0.79,0.88,0.325,1.9708,10,22,20,0
4004,4004,4004,4004,4004,SiThO3,Si,Th,0,not balanced,not balanced,0.4,0.94,cubic,-1.914,1.568,0,18.723,0,4.541,4.541,4.541,90,90,90,1.893,0.6962962963,0.5403654441,8.151,6.08,1.9,1.3,0.5403654441,0.68,0.74,,,,,,14,30,31,14
4005,4005,4005,4005,4005,SiTiO3,Si,Ti,0,not balanced,not balanced,0.4,0.71,cubic,-1.964,1,0,11.403,1.725,3.849,3.849,3.849,90,90,90,1.685,0.5259259259000001,0.6006975083,8.151,6.82,1.9,1.54,0.6006975083,0.68,0.74,,1.15,1.43,0.28,0.079,8,12,2,0
4006,4006,4006,4006,4006,SiTlO3,Si,Tl,0,not balanced,not balanced,0.4,1.2,cubic,0.036,2.226,-,14.425,0,4.163,4.163,4.163,90,90,90,-6.045,0.8888888889,0.4852693596,8.151,6.108,1.9,1.62,0.4852693596,0.68,0.74,,1.015,1.22,0.46299999999999997,0.2,12,24,30,14
4007,4007,4007,4007,4007,SiTmO3,Si,Tm,0,not balanced,not balanced,0.4,0.96,cubic,-1.474,1.911,0.21,14.951,0,4.213,4.213,4.213,90,90,90,-5.22,0.7111111111,0.5356869554,8.151,6.184,1.9,1.25,0.5356869554,0.68,0.74,,,,,,12,24,20,12
4008,4008,4008,4008,4008,SiUO3,Si,U,0,not balanced,not balanced,0.4,0.85,cubic,-1.992,1.23,0.077,16.028,0,4.311,4.311,4.311,90,90,90,3.51,0.6296296296,0.5624713032,8.151,6.05,1.9,1.38,0.5624713032,0.68,0.74,,,,,,14,30,31,16
4009,4009,4009,4009,4009,SiVO3,Si,V,0,2,4,0.4,0.58,cubic,-1.492,1.282,0.2,10.835,0,3.784,3.784,3.784,90,90,90,0.215,0.4296296296,0.6411589985,8.151,6.74,1.9,1.63,0.6411589985,0.68,0.74,,1.09,1.34,0.26,0.525,8,12,3,0
4010,4010,4010,4010,4010,SiWO3,Si,W,0,2,4,0.4,0.66,cubic,-1.299,1.198,0.001,12.122,0,3.928,3.928,3.928,90,90,90,3.555,0.4888888889,0.6156402324,8.151,7.98,1.9,2.36,0.6156402324,0.68,0.74,,1.22,1.515,0.59,0.815,12,24,23,14
4011,4011,4011,4011,4011,SiYO3,Si,Y,0,not balanced,not balanced,0.4,0.9,cubic,-1.338,2.022,0.21,15.758,0,4.287,4.287,4.287,90,90,90,-5.755,0.6666666667,0.5499719409,8.151,6.38,1.9,1.22,0.5499719409,0.68,0.74,,1.32,1.62,0.58,0.307,10,18,11,0
4012,4012,4012,4012,4012,SiYbO3,Si,Yb,0,not balanced,not balanced,0.4,0.95,orthorhombic,-3.223,0.056,-,11.741,3.964,4.872,4.969,9.701,90,90,90,-8.896,0.7037037037,0.5380160292,8.151,6.254,1.9,1.1,0.5380160292,0.68,0.74,,,,,-0.02,12,24,20,13
4013,4013,4013,4013,4013,SiZnO3,Si,Zn,0,not balanced,not balanced,0.4,0.74,cubic,-0.308,2.215,-,10.826,0,3.783,3.783,3.783,90,90,90,-6.175,0.5481481481,0.592075056,8.151,9.394,1.9,1.65,0.592075056,0.68,0.74,,0.82,1.06,0.175,,8,12,10,0
4014,4014,4014,4014,4014,SiZrO3,Si,Zr,0,not balanced,not balanced,0.4,0.72,cubic,-1.995,1.137,0,13.933,1.469,4.115,4.115,4.115,90,90,90,3.899,0.5333333333,0.597795588,8.151,6.84,1.9,1.33,0.597795588,0.68,0.74,,1.265,1.56,0.54,0.426,10,18,12,0
4015,4015,4015,4015,4015,SmAcO3,Sm,Ac,0,element not in BV,element not in BV,1.24,1.12,cubic,-2.298,1.342,0,20.308,0,4.665,4.665,4.665,90,90,90,1.391,0.8296296296,0.7414601471,5.64,5.17,1.17,1.1,0.7414601471,,,,,,,0.35,14,30,30,14
4016,4016,4016,4016,4016,SmAgO3,Sm,Ag,0,not balanced,not balanced,1.24,0.95,orthorhombic,-1.924,0.039,0,13.064,0,5.524,6.009,7.871,90,90,90,-0.168,0.7037037037,0.7962637231999999,5.64,7.5760000000000005,1.17,1.93,0.7962637231999999,,,,1.045,1.33,0.385,1.3019999999999998,9,18,20,0
4017,4017,4017,4017,4017,SmAlO3,Sm,Al,1,3,3,1.24,0.54,orthorhombic,-3.537,-0.054,0,10.494,4.871,5.288,5.305,7.481,90,90,90,6.413,0.4,0.9689981816,5.64,5.9860000000000015,1.17,1.61,0.9689981816,,,,0.77,0.905,,0.43283,6,7,0,0
4018,4018,4018,4018,4018,SmAsO3,Sm,As,0,3,3,1.24,0.58,cubic,-2.008,0.639,0,12.948,0,4.015,4.015,4.015,90,90,90,2.469,0.4296296296,0.9489153178,5.64,9.81,1.17,2.18,0.9489153178,,,,0.67,0.745,0.155,0.8140000000000001,8,15,10,0
4019,4019,4019,4019,4019,SmAuO3,Sm,Au,0,element not in BV,element not in BV,1.24,0.93,cubic,-1.405,0.631,0,13.883,0,4.11,4.11,4.11,90,90,90,-0.273,0.6888888889,0.8032484927,5.64,9.225,1.17,2.54,0.8032484927,,,,1.21,1.45,0.488,2.30863,11,24,29,14
4020,4020,4020,4020,4020,SmBO3,Sm,B,0,not balanced,not balanced,1.24,0.27,cubic,-2.474,0.849,0,8.649,2.677,3.51,3.51,3.51,90,90,90,5.211,0.2,1.1304978786,5.64,8.298,1.17,2.04,1.1304978786,,,,0.48,0.315,,0.279723,4,1,0,0
4021,4021,4021,4021,4021,SmBaO3,Sm,Ba,0,not balanced,not balanced,1.24,1.35,orthorhombic,-2.733,0.296,0.112,19.204,0,6.032,6.058,10.51,90,90,90,-5.106,1.0,0.6782987270999999,5.64,5.2120000000000015,1.17,0.89,0.6782987270999999,,,,1.515,1.8869999999999998,0.94,0.14462,12,24,20,0
4022,4022,4022,4022,4022,SmBeO3,Sm,Be,0,not balanced,not balanced,1.24,0.45,tetragonal,-2.755,0.282,0.043,9.86,0,3.39,3.39,4.289,90,90,90,-0.59,0.3333333333,1.0174480906999999,5.64,9.322000000000001,1.17,1.57,1.0174480906999999,,,,0.64,0.44,,,4,0,0,0
4023,4023,4023,4023,4023,SmBiO3,Sm,Bi,0,not balanced,not balanced,1.24,0.9,cubic,-1.648,0.94,0,16.659,0,4.367,4.367,4.367,90,90,90,1.195,0.6666666667,0.8139584726000001,5.64,7.289,1.17,2.02,0.8139584726000001,,,,0.92,1.077,0.43799999999999994,0.946,12,26,30,14
4024,4024,4024,4024,4024,SmCaO3,Sm,Ca,0,not balanced,not balanced,1.24,1.0,cubic,-2.27,0.872,0.2,14.23,0,4.144,4.144,4.144,90,90,90,-2.299,0.7407407407,0.7793219418,5.64,6.1129999999999995,1.17,1.0,0.7793219418,,,,1.32,1.68,0.34,0.02455,8,12,0,0
4025,4025,4025,4025,4025,SmCdO3,Sm,Cd,0,not balanced,not balanced,1.24,0.95,cubic,-1.709,0.636,0,13.863,0,4.108,4.108,4.108,90,90,90,-0.615,0.7037037037,0.7962637231999999,5.64,8.993,1.17,1.69,0.7962637231999999,,,,0.985,1.23,0.37,,10,18,20,0
4026,4026,4026,4026,4026,SmCeO3,Sm,Ce,0,2,4,1.32,0.87,cubic,-2.444,1.167,0,18.747,0.779,4.543,4.543,4.543,90,90,90,-1.929,0.6444444443999999,0.8504392368000001,5.64,5.54,1.17,1.12,0.8504392368000001,,,,,,,,12,24,21,0
4027,4027,4027,4027,4027,SmCoO3,Sm,Co,1,3,3,1.24,0.61,orthorhombic,-2.487,-0.009,0.4,11.162,0,5.289,5.546,7.61,90,90,90,2.931,0.4518518519,0.9343911037,5.64,7.86,1.17,1.88,0.9343911037,,,,0.92,1.1,0.21,0.662,8,12,7,0
4028,4028,4028,4028,4028,SmCrO3,Sm,Cr,1,3,3,1.24,0.62,orthorhombic,-3.151,-0.06,0.6,11.543,2.441,5.364,5.595,7.691,90,90,90,4.538,0.4592592593,0.9296480017000001,5.64,6.766,1.17,1.66,0.9296480017000001,,,,1.07,1.37,0.25,0.6659999999999999,7,12,5,0
4029,4029,4029,4029,4029,SmCsO3,Sm,Cs,0,not balanced,not balanced,1.24,1.67,tetragonal,-1.808,0.607,0.006,17.472,0,3.385,3.385,7.623,90,90,90,-,1.2370370370000001,0.6064260143,5.64,3.8939999999999997,1.17,0.79,0.6064260143,,,,1.71,2.6,,0.4716260000000001,11,24,20,0
4030,4030,4030,4030,4030,SmCuO3,Sm,Cu,0,3,3,1.24,0.54,orthorhombic,-2.218,0.047,0,11.236,0,5.277,5.749,7.409,90,90,90,1.081,0.4,0.9689981816,5.64,7.726,1.17,1.9,0.9689981816,,,,0.88,1.16,0.185,1.235,7,12,10,0
4031,4031,4031,4031,4031,SmDyO3,Sm,Dy,0,not balanced,not balanced,1.24,0.99,cubic,-3.027,0.749,0,15.621,1.796,4.275,4.275,4.275,90,90,90,4.233,0.7333333333,0.7826523775,5.64,5.94,1.17,1.22,0.7826523775,,,,,,,,12,24,20,9
4032,4032,4032,4032,4032,SmErO3,Sm,Er,0,not balanced,not balanced,1.24,0.89,cubic,-3.123,0.676,0,15.136,2.014,4.23,4.23,4.23,90,90,90,4.502,0.6592592593,0.8175922157,5.64,6.101,1.17,1.24,0.8175922157,,,,,,,,12,24,20,11
4033,4033,4033,4033,4033,SmEuO3,Sm,Eu,0,not balanced,not balanced,1.24,1.06,cubic,-2.26,0.949,0.117,15.547,0,4.268,4.268,4.268,90,90,90,-1.703,0.7851851851999999,0.7599197357999999,5.64,5.67,1.17,1.2,0.7599197357999999,,,,,,,,12,24,20,6
4034,4034,4034,4034,4034,SmFeO3,Sm,Fe,1,3,3,1.24,0.65,orthorhombic,-2.734,-0.03,1,11.7,1.151,5.383,5.638,7.71,90,90,90,3.624,0.4814814815,0.9157032815999999,5.64,7.87,1.17,1.83,0.9157032815999999,,,,0.95,1.16,0.22,0.151,8,12,6,0
4035,4035,4035,4035,4035,SmGaO3,Sm,Ga,0,3,3,1.24,0.62,orthorhombic,-2.921,0.006,0,11.496,4.124,5.362,5.586,7.676,90,90,90,4.735,0.4592592593,0.9296480017000001,5.64,5.999,1.17,1.81,0.9296480017000001,,,,0.76,0.935,0.17,0.43,8,13,10,0
4036,4036,4036,4036,4036,SmGdO3,Sm,Gd,0,not balanced,not balanced,1.24,0.94,cubic,-2.915,0.832,0,16.192,1.508,4.326,4.326,4.326,90,90,90,1.26,0.6962962963,0.7997408573,5.64,6.15,1.17,1.2,0.7997408573,,,,,,,,12,24,20,7
4037,4037,4037,4037,4037,SmGeO3,Sm,Ge,0,2,4,1.32,0.53,orthorhombic,-2.531,0.17,0,12.471,0,5.442,5.821,7.874,90,90,90,3.064,0.39259259259999996,1.0042420775,5.64,7.899,1.17,2.01,1.0042420775,,,,0.72,0.84,0.16,1.232712,8,14,10,0
4038,4038,4038,4038,4038,SmHfO3,Sm,Hf,0,2,4,1.32,0.71,orthorhombic,-3.408,0.171,0.005,12.98,0,5.55,6.089,7.682,90,90,90,4.839,0.5259259259000001,0.9164927698,5.64,6.65,1.17,1.3,0.9164927698,,,,1.3,1.61,0.63,0.0,12,24,21,14
4039,4039,4039,4039,4039,SmHgO3,Sm,Hg,0,not balanced,not balanced,1.24,1.11,cubic,-1.299,0.733,-0.001,14.826,0,4.201,4.201,4.201,90,90,90,-0.584,0.8222222222,0.7444742126999999,5.64,10.437000000000001,1.17,2.0,0.7444742126999999,,,,1.07,1.34,0.475,,11,24,30,14
4040,4040,4040,4040,4040,SmHoO3,Sm,Ho,0,not balanced,not balanced,1.24,0.9,cubic,-3.077,0.711,0,15.373,1.81,4.252,4.252,4.252,90,90,90,4.384,0.6666666667,0.8139584726000001,5.64,6.018,1.17,1.23,0.8139584726000001,,,,,,,,12,24,20,10
4041,4041,4041,4041,4041,SmInO3,Sm,In,1,not balanced,not balanced,1.24,0.8,cubic,-2.231,0.541,0,13.327,1.604,4.054,4.054,4.054,90,90,90,3.031,0.5925925926,0.8518170062,5.64,5.7860000000000005,1.17,1.78,0.8518170062,,,,0.94,1.11,0.36,0.3,10,19,20,0
4042,4042,4042,4042,4042,SmIrO3,Sm,Ir,0,2,4,1.32,0.63,cubic,-1.741,0.589,0,12.509,0,3.969,3.969,3.969,90,90,90,-0.334,0.4666666667,0.9535227807,5.64,9.1,1.17,2.2,0.9535227807,,,,1.16,1.4680000000000002,0.526,1.5638,12,24,26,14
4043,4043,4043,4043,4043,SmKO3,Sm,K,0,not balanced,not balanced,1.24,1.38,orthorhombic,-2.137,0.291,0,17.217,1.596,6.325,6.401,8.505,90,90,90,-3.394,1.0222222222,0.670844895,5.64,4.341,1.17,0.82,0.670844895,,,,1.54,2.15,0.37,0.50147,7,12,0,0
4044,4044,4044,4044,4044,SmLaO3,Sm,La,0,not balanced,not balanced,1.24,1.03,cubic,-2.566,1.141,0,18.469,0.557,4.52,4.52,4.52,90,90,90,2.17,0.762962963,0.769498556,5.64,5.58,1.17,1.1,0.769498556,,,,1.375,1.705,0.8740000000000001,0.47,12,24,21,0
4045,4045,4045,4045,4045,SmLiO3,Sm,Li,0,not balanced,not balanced,1.24,0.76,orthorhombic,-2.24,0.292,0.4,10.88,0,5.051,5.823,7.399,90,90,90,-0.931,0.5629629629999999,0.8679651959,5.64,5.392,1.17,0.98,0.8679651959,,,,0.985,0.625,,0.618049,3,0,0,0
4046,4046,4046,4046,4046,SmLuO3,Sm,Lu,0,not balanced,not balanced,1.24,0.86,cubic,-3.26,0.572,0,14.456,1.986,4.166,4.166,4.166,90,90,90,4.842,0.637037037,0.8286907526,5.64,5.4259,1.17,1.27,0.8286907526,,,,,,,0.34,12,24,20,14
4047,4047,4047,4047,4047,SmMgO3,Sm,Mg,0,not balanced,not balanced,1.24,0.72,orthorhombic,-2.881,0.157,0.2,11.798,0,5.346,5.748,7.678,90,90,90,-0.964,0.5333333333,0.8847374701999999,5.64,7.646,1.17,1.31,0.8847374701999999,,,,0.9,1.13,,,6,6,0,0
4048,4048,4048,4048,4048,SmMnO3,Sm,Mn,1,2,4,1.32,0.53,orthorhombic,-2.913,0.001,0.8,11.743,0,5.376,5.749,7.599,90,90,90,3.73,0.39259259259999996,1.0042420775,5.64,7.435,1.17,1.55,1.0042420775,,,,0.99,1.23,0.23,,8,12,5,0
4049,4049,4049,4049,4049,SmMoO3,Sm,Mo,0,2,4,1.32,0.65,orthorhombic,-2.637,0.204,0.591,12.69,0,5.47,5.883,7.887,90,90,90,2.336,0.4814814815,0.9439875529,5.64,7.099,1.17,2.16,0.9439875529,,,,1.22,1.5,0.49,0.748,9,18,15,0
4050,4050,4050,4050,4050,SmNaO3,Sm,Na,0,not balanced,not balanced,1.24,1.02,cubic,-1.535,0.896,0.4,12.374,0,3.955,3.955,3.955,90,90,90,-2.28,0.7555555556,0.7727453853,5.64,5.138999999999999,1.17,0.93,0.7727453853,,,,1.1,1.55,,0.547926,5,6,0,0
4051,4051,4051,4051,4051,SmNbO3,Sm,Nb,0,2,4,1.32,0.68,orthorhombic,-2.95,0.207,0.001,12.738,0,5.473,5.996,7.763,90,90,90,3.647,0.5037037037,0.9300369979,5.64,6.88,1.17,1.6,0.9300369979,,,,1.23,1.53,0.51,0.893,9,18,14,0
4052,4052,4052,4052,4052,SmNdO3,Sm,Nd,0,not balanced,not balanced,1.24,0.98,cubic,-2.622,1.038,0,17.747,0.993,4.46,4.46,4.46,90,90,90,-,0.7259259259,0.7860114005,5.64,5.53,1.17,1.14,0.7860114005,,,,,,,,12,24,20,3
4053,4053,4053,4053,4053,SmNiO3,Sm,Ni,1,3,3,1.24,0.6,orthorhombic,-2.356,-0.009,0.2,10.909,0,5.28,5.477,7.544,90,90,90,1.31,0.44444444439999997,0.9391828529999999,5.64,7.635,1.17,1.91,0.9391828529999999,,,,0.96,1.22,0.195,1.156,8,12,8,0
4054,4054,4054,4054,4054,SmNpO3,Sm,Np,0,element not in BV,element not in BV,1.24,0.86,cubic,-2.694,0.897,0.791,17.25,0,4.418,4.418,4.418,90,90,90,3.32,0.637037037,0.8286907526,5.64,6.19,1.17,1.36,0.8286907526,,,,,,,,14,30,31,17
4055,4055,4055,4055,4055,SmOsO3,Sm,Os,0,element not in BV,element not in BV,1.24,0.57,cubic,-1.788,0.618,0.003,12.354,0,3.953,3.953,3.953,90,90,90,0.674,0.4222222222,0.953857585,5.64,8.7,1.17,2.2,0.953857585,,,,1.17,1.48,0.5429999999999999,1.1,12,24,25,14
4056,4056,4056,4056,4056,SmPaO3,Sm,Pa,0,element not in BV,element not in BV,1.24,0.91,cubic,-2.48,0.765,0.308,17.873,0,4.471,4.471,4.471,90,90,90,3.036,0.6740740741,0.8103568864,5.64,5.89,1.17,1.5,0.8103568864,,,,,,,,14,30,32,14
4057,4057,4057,4057,4057,SmPbO3,Sm,Pb,0,2,4,1.32,0.78,cubic,-1.583,0.884,0,14.924,0,4.21,4.21,4.21,90,90,90,-,0.5777777778000001,0.8863732891,5.64,7.416,1.17,2.33,0.8863732891,,,,0.96,1.13,0.45,0.364,12,25,30,14
4058,4058,4058,4058,4058,SmPdO3,Sm,Pd,0,2,4,1.32,0.62,orthorhombic,-2.166,-0.056,0.002,12.389,0,5.466,5.931,7.642,90,90,90,0.347,0.4592592593,0.9583629979,5.64,8.34,1.17,2.2,0.9583629979,,,,1.08,1.37,0.4,0.562,8,18,20,0
4059,4059,4059,4059,4059,SmPmO3,Sm,Pm,0,element not in BV,element not in BV,1.24,0.97,cubic,-2.711,0.978,0,17.265,1.193,4.42,4.42,4.42,90,90,90,3.17,0.7185185184999999,0.7893993806999999,5.64,5.553999999999999,1.17,1.13,0.7893993806999999,,,,,,,,12,24,20,4
4060,4060,4060,4060,4060,SmPrO3,Sm,Pr,0,2,4,1.32,0.85,cubic,-2.54,1.099,0,18.21,0.993,4.499,4.499,4.499,90,90,90,2.566,0.6296296296,0.8581705026,5.64,5.46,1.17,1.13,0.8581705026,,,,,,,0.962,12,24,21,1
4061,4061,4061,4061,4061,SmPtO3,Sm,Pt,0,element not in BV,element not in BV,1.24,0.67,cubic,-1.659,0.539,0,13.082,0,4.029,4.029,4.029,90,90,90,-0.082,0.4962962963000001,0.9066369125,5.64,9.0,1.17,2.28,0.9066369125,,,,1.24,1.46,0.51,2.128,12,24,27,14
4062,4062,4062,4062,4062,SmPuO3,Sm,Pu,0,element not in BV,element not in BV,1.24,0.83,cubic,-2.735,0.932,0.928,16.641,0,4.366,4.366,4.366,90,90,90,2.548,0.6148148148,0.8400947538,5.64,6.06,1.17,1.28,0.8400947538,,,,,,,,14,30,31,18
4063,4063,4063,4063,4063,SmRbO3,Sm,Rb,0,not balanced,not balanced,1.24,1.52,orthorhombic,-1.951,0.469,0.4,20.346,0,6.107,6.17,10.798,90,90,90,-3.016,1.1259259259,0.6381207538,5.64,4.177,1.17,0.82,0.6381207538,,,,1.67,2.43,0.71,0.48592,9,18,10,0
