,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN
4384,TcAuO3,Tc,Au,False,element not in BV,element not in BV,0.6,0.93,cubic,0.439,1.709,0.948,13.258,0,4.047,4.047,4.047,90,90,90,-6.59,O,1.385,0.6063097022,1.9,2.54,3.44
4385,TcBO3,Tc,B,False,element not in BV,element not in BV,0.6,0.27,cubic,-0.597,1.48,0.665,7.843,0,3.397,3.397,3.397,90,90,90,0.215,O,1.385,0.8481008826,1.9,2.04,3.44
4386,TcBaO3,Tc,Ba,False,element not in BV,element not in BV,0.6,1.35,rhombohedral,-2.006,0.304,0.2,18.189,0,6.173,6.173,6.173,64.3,64.3,64.3,-12.144,O,1.385,0.5132018138000001,1.9,0.89,3.44
4387,TcBeO3,Tc,Be,False,element not in BV,element not in BV,0.6,0.45,cubic,-1.058,1.149,0.471,7.976,0,3.416,3.416,3.416,90,90,90,-2.501,O,1.385,0.7649084254,1.9,1.57,3.44
4388,TcBiO3,Tc,Bi,False,element not in BV,element not in BV,0.6,0.9,cubic,-0.214,1.297,0.987,15.528,0,4.266,4.266,4.266,90,90,90,0.497,O,1.385,0.6142700047,1.9,2.02,3.44
4389,TcCaO3,Tc,Ca,False,element not in BV,element not in BV,0.6,1.0,rhombohedral,-2.037,0.285,0.6,14.506,0.538,6.06,6.06,6.06,56.6,56.6,56.6,-,O,1.385,0.5885144489,1.9,1,3.44
4390,TcCdO3,Tc,Cd,False,element not in BV,element not in BV,0.6,0.95,orthorhombic,-1.121,0.394,0.374,12.375,0,5.572,5.671,7.833,90,90,90,-8.603,O,1.385,0.6011164714,1.9,1.69,3.44
4391,TcCeO3,Tc,Ce,False,element not in BV,element not in BV,0.6,0.94,rhombohedral,-2.14,0.386,0.4,15.498,0.354,5.933,5.933,5.933,62.2,62.2,62.2,-6.743,O,1.385,0.6037019186,1.9,1.12,3.44
4392,TcCoO3,Tc,Co,False,element not in BV,element not in BV,0.6,0.63,cubic,-0.368,1.15,0.751,9.859,0,3.667,3.667,3.667,90,90,90,-1.797,O,1.385,0.6965791368,1.9,1.88,3.44
4393,TcCrO3,Tc,Cr,False,element not in BV,element not in BV,0.6,0.58,cubic,-0.987,1.019,1.399,11.009,0,3.804,3.804,3.804,90,90,90,-0.212,O,1.385,0.7143037968000001,1.9,1.66,3.44
4394,TcCsO3,Tc,Cs,False,element not in BV,element not in BV,0.6,1.67,orthorhombic,-1.72,0.083,0.205,20.259,0,5.42,6.377,11.721,90,90,90,-,O,1.385,0.4594458136,1.9,0.79,3.44
4395,TcCuO3,Tc,Cu,False,element not in BV,element not in BV,0.6,0.68,orthorhombic,-1.049,0.301,0.239,9.995,0,5.272,5.283,7.178,90,90,90,-4.069,O,1.385,0.6797128139,1.9,1.9,3.44
4396,TcDyO3,Tc,Dy,False,element not in BV,element not in BV,0.6,0.99,cubic,-1.127,1.563,1.174,15.535,0,4.267,4.267,4.267,90,90,90,-5.504,O,1.385,0.5909924045,1.9,1.22,3.44
4397,TcErO3,Tc,Er,False,element not in BV,element not in BV,0.6,0.89,cubic,-1.19,1.524,1.005,15.116,0,4.228,4.228,4.228,90,90,90,-5.164,O,1.385,0.6169700926,1.9,1.24,3.44
4398,TcEuO3,Tc,Eu,False,element not in BV,element not in BV,0.6,1.06,rhombohedral,-2.167,0.362,0.2,14.492,0,5.75,5.75,5.75,63.5,63.5,63.5,-10.407,O,1.385,0.5740723765,1.9,-,3.44
4399,TcFeO3,Tc,Fe,False,element not in BV,element not in BV,0.6,0.67,cubic,-0.574,1.054,1.795,11.036,0,3.807,3.807,3.807,90,90,90,-1.97,O,1.385,0.6830204188,1.9,1.83,3.44
4400,TcGaO3,Tc,Ga,False,element not in BV,element not in BV,0.6,0.62,cubic,-0.745,1.07,0.8,10.886,0,3.79,3.79,3.79,90,90,90,-1.578,O,1.385,0.700053347,1.9,1.81,3.44
4401,TcGdO3,Tc,Gd,False,element not in BV,element not in BV,0.6,0.94,cubic,-1.064,1.598,1.19,16.122,0,4.32,4.32,4.32,90,90,90,-5.761,O,1.385,0.6037019186,1.9,1.2,3.44
4402,TcGeO3,Tc,Ge,False,element not in BV,element not in BV,0.6,0.63,cubic,-0.791,0.852,0.996,10.762,0,3.775,3.775,3.775,90,90,90,2.263,O,1.385,0.6965791368,1.9,2.01,3.44
4403,TcHfO3,Tc,Hf,False,element not in BV,element not in BV,0.6,0.71,cubic,-1.925,0.888,1,13.507,0.925,4.072,4.072,4.072,90,90,90,1.949,O,1.385,0.6699794562,1.9,1.3,3.44
4404,TcHgO3,Tc,Hg,False,element not in BV,element not in BV,0.6,1.11,orthorhombic,-1.045,0.225,0.063,17.162,0,5.579,6.22,9.891,90,90,90,-8.7,O,1.385,0.5625679201,1.9,2,3.44
4405,TcHoO3,Tc,Ho,False,element not in BV,element not in BV,0.6,0.9,cubic,-1.158,1.544,1.141,15.312,0,4.246,4.246,4.246,90,90,90,-5.353,O,1.385,0.6142700047,1.9,1.23,3.44
4406,TcInO3,Tc,In,False,element not in BV,element not in BV,0.6,0.8,cubic,-0.28,1.407,0.861,13.742,0,4.096,4.096,4.096,90,90,90,-4.734,O,1.385,0.6423830484,1.9,1.78,3.44
4407,TcIrO3,Tc,Ir,False,element not in BV,element not in BV,0.6,0.63,cubic,-0.06,1.28,0.785,12.103,0,3.926,3.926,3.926,90,90,90,0.352,O,1.385,0.6965791368,1.9,2.2,3.44
4408,TcKO3,Tc,K,False,element not in BV,element not in BV,0.6,1.38,orthorhombic,-1.685,0.147,0.202,16.608,0,5.249,6.066,10.432,90,90,90,-12.599,O,1.385,0.5076336204999999,1.9,0.82,3.44
4409,TcLaO3,Tc,La,False,element not in BV,element not in BV,0.6,1.03,rhombohedral,-2.237,0.384,0.4,15.148,0.323,5.756,5.756,5.756,65.7,65.7,65.7,-6.403,O,1.385,0.5812037104,1.9,1.1,3.44
4410,TcLiO3,Tc,Li,False,element not in BV,element not in BV,0.6,0.76,orthorhombic,-1.657,0.19,0.003,9.255,0,4.781,5.006,7.734,90,90,90,-6.483,O,1.385,0.6543622194,1.9,0.98,3.44
4411,TcLuO3,Tc,Lu,False,element not in BV,element not in BV,0.6,0.86,cubic,-1.302,1.444,0.798,14.614,0,4.181,4.181,4.181,90,90,90,-4.449,O,1.385,0.6252146818,1.9,1.27,3.44
4412,TcMgO3,Tc,Mg,False,element not in BV,element not in BV,0.6,0.72,cubic,-0.782,1.417,0.596,10.541,0,3.749,3.749,3.749,90,90,90,-5.266,O,1.385,0.6667966559,1.9,1.31,3.44
4413,TcMnO3,Tc,Mn,False,element not in BV,element not in BV,0.6,0.62,cubic,-0.791,1.043,1.6,10.948,0,3.797,3.797,3.797,90,90,90,-1.296,O,1.385,0.700053347,1.9,1.55,3.44
4414,TcMoO3,Tc,Mo,False,element not in BV,element not in BV,0.6,0.62,cubic,-0.972,0.831,0.891,12.171,0,3.933,3.933,3.933,90,90,90,3.431,O,1.385,0.700053347,1.9,2.16,3.44
4415,TcNaO3,Tc,Na,False,element not in BV,element not in BV,0.6,1.02,orthorhombic,-1.583,0.261,0.278,12.66,0,5.42,5.599,8.344,90,90,90,-12.735,O,1.385,0.5836203579,1.9,0.93,3.44
4416,TcNbO3,Tc,Nb,False,element not in BV,element not in BV,0.6,0.68,cubic,-1.396,0.841,0.875,12.896,0,4.01,4.01,4.01,90,90,90,4.084,O,1.385,0.6797128139,1.9,1.6,3.44
4417,TcNdO3,Tc,Nd,False,element not in BV,element not in BV,0.6,0.98,cubic,-0.883,1.693,1.201,17.367,0,4.428,4.428,4.428,90,90,90,-6.439,O,1.385,0.5934913153,1.9,1.14,3.44
4418,TcNiO3,Tc,Ni,False,element not in BV,element not in BV,0.6,0.59,cubic,-0.255,1.262,1.001,10.06,0,3.691,3.691,3.691,90,90,90,-,O,1.385,0.7106870687000001,1.9,1.91,3.44
4419,TcNpO3,Tc,Np,False,element not in BV,element not in BV,0.6,0.86,cubic,-1.357,1.38,1.47,16.322,0,4.338,4.338,4.338,90,90,90,-2.154,O,1.385,0.6252146818,1.9,1.36,3.44
4420,TcOsO3,Tc,Os,False,element not in BV,element not in BV,0.6,0.57,cubic,-0.263,1.106,0.67,11.944,0,3.909,3.909,3.909,90,90,90,0.916,O,1.385,0.7179575246,1.9,2.2,3.44
4421,TcPaO3,Tc,Pa,False,element not in BV,element not in BV,0.6,0.91,cubic,-1.468,0.901,0.879,16.628,0,4.365,4.365,4.365,90,90,90,4.073,O,1.385,0.6115934469,1.9,1.5,3.44
4422,TcPbO3,Tc,Pb,False,element not in BV,element not in BV,0.6,0.99,rhombohedral,-1.202,0.347,0.2,15.55,0,5.733,5.733,5.733,67.9,67.9,67.9,-,O,1.385,0.5909924045,1.9,2.33,3.44
4423,TcPdO3,Tc,Pd,False,element not in BV,element not in BV,0.6,0.75,cubic,0.128,1.409,0.863,12.148,0,3.931,3.931,3.931,90,90,90,-4.531,O,1.385,0.6574271478,1.9,2.2,3.44
4424,TcPmO3,Tc,Pm,False,element not in BV,element not in BV,0.6,0.97,cubic,-0.938,1.665,1.199,17.004,0,4.397,4.397,4.397,90,90,90,-6.253,O,1.385,0.5960114483,1.9,-,3.44
4425,TcPrO3,Tc,Pr,False,element not in BV,element not in BV,0.6,0.92,cubic,-0.835,1.719,1.201,17.717,0,4.458,4.458,4.458,90,90,90,-6.587,O,1.385,0.6089401131000001,1.9,1.13,3.44
4426,TcPtO3,Tc,Pt,False,element not in BV,element not in BV,0.6,0.67,cubic,0.154,1.424,0.895,12.524,0,3.971,3.971,3.971,90,90,90,-1.353,O,1.385,0.6830204188,1.9,2.28,3.44
4427,TcPuO3,Tc,Pu,False,element not in BV,element not in BV,0.6,0.83,cubic,-0.982,1.599,0.736,16.202,0,4.327,4.327,4.327,90,90,90,-5.615,O,1.385,0.6336826007,1.9,1.28,3.44
4428,TcRbO3,Tc,Rb,False,element not in BV,element not in BV,0.6,1.52,orthorhombic,-1.703,0.117,0.2,18.037,0,5.19,6.226,11.163,90,90,90,-18.167,O,1.385,0.4831693496,1.9,0.82,3.44
4429,TcReO3,Tc,Re,False,element not in BV,element not in BV,0.6,0.57,cubic,-0.612,0.923,0.833,11.994,0,3.914,3.914,3.914,90,90,90,2.227,O,1.385,0.7179575246,1.9,1.9,3.44
4430,TcRhO3,Tc,Rh,False,element not in BV,element not in BV,0.6,0.61,cubic,-0.119,1.212,0.727,11.908,0,3.905,3.905,3.905,90,90,90,-2.31,O,1.385,0.7035623862999999,1.9,2.28,3.44
4431,TcRuO3,Tc,Ru,False,element not in BV,element not in BV,0.6,0.62,cubic,-0.296,1.104,1.01,11.855,0,3.899,3.899,3.899,90,90,90,1.727,O,1.385,0.700053347,1.9,2.2,3.44
4432,TcSbO3,Tc,Sb,False,element not in BV,element not in BV,0.6,0.68,cubic,-0.53,1.025,0.941,13.5,0,4.072,4.072,4.072,90,90,90,2.076,O,1.385,0.6797128139,1.9,2.05,3.44
4433,TcScO3,Tc,Sc,False,element not in BV,element not in BV,0.6,0.75,cubic,-1.409,1.26,0.799,12.796,0,4,4,4,90,90,90,-3.031,O,1.385,0.6574271478,1.9,1.36,3.44
4434,TcSiO3,Tc,Si,False,element not in BV,element not in BV,0.6,0.4,cubic,-1.367,0.987,1,9.477,0,3.619,3.619,3.619,90,90,90,4.624,O,1.385,0.7863344317000001,1.9,1.9,3.44
4435,TcSmO3,Tc,Sm,False,element not in BV,element not in BV,0.6,0.96,cubic,-0.969,1.647,1.194,16.8,0,4.38,4.38,4.38,90,90,90,-6.107,O,1.385,0.5985530749,1.9,1.17,3.44
4436,TcSnO3,Tc,Sn,False,element not in BV,element not in BV,0.6,0.69,cubic,-0.756,0.927,1,13.115,0.571,4.033,4.033,4.033,90,90,90,2.883,O,1.385,0.6764370895,1.9,1.96,3.44
4437,TcSrO3,Tc,Sr,False,element not in BV,element not in BV,0.6,1.18,rhombohedral,-2.028,0.267,0.2,16.585,0,6.245,6.245,6.245,58.4,58.4,58.4,-12.187,O,1.385,0.5472151893,1.9,0.95,3.44
4438,TcTaO3,Tc,Ta,False,element not in BV,element not in BV,0.6,0.68,cubic,-1.579,0.867,0.848,12.659,0,3.985,3.985,3.985,90,90,90,4.418,O,1.385,0.6797128139,1.9,1.5,3.44
4439,TcTbO3,Tc,Tb,False,element not in BV,element not in BV,0.6,0.84,cubic,-0.964,1.581,1.199,15.814,0,4.292,4.292,4.292,90,90,90,-5.648,O,1.385,0.6308345891,1.9,-,3.44
4440,Tc2O3,Tc,Tc,False,element not in BV,element not in BV,0.6,0.6,cubic,-0.634,0.897,0.802,11.877,0,3.901,3.901,3.901,90,90,90,2.454,O,1.385,0.7071067812,1.9,1.9,3.44
4441,TcTeO3,Tc,Te,False,element not in BV,element not in BV,0.6,0.77,cubic,-0.242,1.168,0.956,14.445,0,4.165,4.165,4.165,90,90,90,1.191,O,1.385,0.6513257358,1.9,2.1,3.44
4442,TcThO3,Tc,Th,False,element not in BV,element not in BV,0.6,0.94,cubic,-1.642,1.41,1.007,18.745,0,4.542,4.542,4.542,90,90,90,-1.326,O,1.385,0.6037019186,1.9,1.3,3.44
4443,TcTiO3,Tc,Ti,False,element not in BV,element not in BV,0.6,0.71,cubic,-1.681,0.775,1,11.572,0.562,3.868,3.868,3.868,90,90,90,1.36,O,1.385,0.6699794562,1.9,1.54,3.44
4444,TcTlO3,Tc,Tl,False,element not in BV,element not in BV,0.6,1.2,orthorhombic,-1.284,0.179,0.22,17.253,0,5.492,5.946,10.567,90,90,90,-7.439,O,1.385,0.5429814161,1.9,1.62,3.44
4445,TcTmO3,Tc,Tm,False,element not in BV,element not in BV,0.6,0.96,cubic,-1.237,1.494,0.91,15.023,0,4.219,4.219,4.219,90,90,90,-4.907,O,1.385,0.5985530749,1.9,1.25,3.44
4446,TcUO3,Tc,U,False,element not in BV,element not in BV,0.6,0.85,cubic,-1.541,1.261,1.171,19.001,0,4.563,4.563,4.563,90,90,90,-0.303,O,1.385,0.6280120629,1.9,1.38,3.44
4447,TcVO3,Tc,V,False,element not in BV,element not in BV,0.6,0.64,cubic,-1.206,0.874,1.192,11.127,0,3.817,3.817,3.817,90,90,90,0.505,O,1.385,0.6931392398,1.9,1.63,3.44
4448,TcWO3,Tc,W,False,element not in BV,element not in BV,0.6,0.63,cubic,-1.022,0.934,0.859,12.19,0,3.935,3.935,3.935,90,90,90,3.392,O,1.385,0.6965791368,1.9,2.36,3.44
4449,TcYO3,Tc,Y,False,element not in BV,element not in BV,0.6,0.9,cubic,-1.091,1.579,1.107,15.853,0,4.296,4.296,4.296,90,90,90,-5.568,O,1.385,0.6142700047,1.9,1.22,3.44
4450,TcYbO3,Tc,Yb,False,element not in BV,element not in BV,0.6,0.95,orthorhombic,-2.156,0.345,0.325,12.456,0,5.481,5.802,7.834,90,90,90,-9.763,O,1.385,0.6011164714,1.9,-,3.44
4451,TcZnO3,Tc,Zn,False,element not in BV,element not in BV,0.6,0.74,cubic,-0.202,1.478,0.778,10.967,0,3.799,3.799,3.799,90,90,90,-5.568,O,1.385,0.6605209227000001,1.9,1.65,3.44
4452,TcZrO3,Tc,Zr,False,element not in BV,element not in BV,0.6,0.72,cubic,-1.736,0.954,1,14.06,0.841,4.127,4.127,4.127,90,90,90,3.573,O,1.385,0.6667966559,1.9,1.33,3.44
4453,TeAcO3,Te,Ac,False,element not in BV,element not in BV,0.77,1.12,cubic,-1.138,1.236,0.008,19.929,0,4.636,4.636,4.636,90,90,90,-4.092,O,1.385,0.6083094265,2.1,1.1,3.44
4454,TeAgO3,Te,Ag,False,not balanced,not balanced,0.77,0.95,orthorhombic,-0.828,0.147,-,13.484,0,5.65,6.099,7.827,90,90,90,-3.908,O,1.385,0.652597479,2.1,1.93,3.44
4455,TeAlO3,Te,Al,False,not balanced,not balanced,0.77,0.54,orthorhombic,-1.869,0.348,-,10.707,0,5.331,5.341,7.521,90,90,90,2.575,O,1.385,0.7915922667,2.1,1.61,3.44
4456,TeAsO3,Te,As,False,not balanced,not balanced,0.77,0.52,cubic,-0.523,0.785,-,12.585,0,3.978,3.978,3.978,90,90,90,-0.792,O,1.385,0.7999029467000001,2.1,2.18,3.44
4457,TeAuO3,Te,Au,False,element not in BV,element not in BV,0.77,0.93,cubic,0.136,1.028,-,13.841,0,4.106,4.106,4.106,90,90,90,-0.374,O,1.385,0.6582354702000001,2.1,2.54,3.44
4458,TeBO3,Te,B,False,not balanced,not balanced,0.77,0.27,cubic,-0.659,1.238,-,8.683,0,3.515,3.515,3.515,90,90,90,0.384,O,1.385,0.9207342075,2.1,2.04,3.44
4459,TeBaO3,Te,Ba,False,not balanced,not balanced,0.77,1.35,orthorhombic,-2.151,0.034,-,19.713,3.553,6.303,6.869,9.105,90,90,90,-11.292,O,1.385,0.5571536064,2.1,0.89,3.44
4460,TeBeO3,Te,Be,False,not balanced,not balanced,0.77,0.45,cubic,-1.247,0.719,-,8.771,0,3.526,3.526,3.526,90,90,90,0.859,O,1.385,0.8304169556000001,2.1,1.57,3.44
4461,TeBiO3,Te,Bi,False,1,5,0.97,0.76,cubic,-0.437,0.931,-,15.991,0,4.308,4.308,4.308,90,90,90,-1.84,O,1.385,0.7763340185,2.1,2.02,3.44
4462,TeCaO3,Te,Ca,False,not balanced,not balanced,0.77,1.0,cubic,-0.681,1.549,-,14.676,0,4.187,4.187,4.187,90,90,90,-8.469,O,1.385,0.6389161901,2.1,1,3.44
4463,TeCdO3,Te,Cd,False,not balanced,not balanced,0.77,0.95,cubic,-0.091,1.268,-,14.176,0,4.138,4.138,4.138,90,90,90,-6.257,O,1.385,0.652597479,2.1,1.69,3.44
4464,TeCeO3,Te,Ce,False,2,4,0.97,0.87,cubic,-1.107,1.313,0,19.056,0,4.567,4.567,4.567,90,90,90,-7.427,O,1.385,0.7384640664,2.1,1.12,3.44
4465,TeCoO3,Te,Co,False,2,4,0.97,0.53,cubic,-0.626,0.652,-0.009,10.514,0,3.746,3.746,3.746,90,90,90,1.913,O,1.385,0.86957518,2.1,1.88,3.44
4466,TeCrO3,Te,Cr,False,2,4,0.97,0.55,cubic,-1.264,0.561,0.58,11.61,0,3.872,3.872,3.872,90,90,90,2.348,O,1.385,0.8605873228,2.1,1.66,3.44
4467,TeCsO3,Te,Cs,False,not balanced,not balanced,0.77,1.67,orthorhombic,-1.388,0.176,-,23.232,0.302,6.235,6.401,11.642,90,90,90,-11.316,O,1.385,0.49879381780000004,2.1,0.79,3.44
4468,TeCuO3,Te,Cu,False,not balanced,not balanced,0.77,0.68,cubic,-0.393,0.709,-,10.84,0,3.784,3.784,3.784,90,90,90,-1.402,O,1.385,0.7379249943999999,2.1,1.9,3.44
4469,TeDyO3,Te,Dy,False,not balanced,not balanced,0.77,0.99,cubic,-1.503,1.054,0,16.181,0,4.325,4.325,4.325,90,90,90,-5.128,O,1.385,0.6416063636,2.1,1.22,3.44
4470,TeErO3,Te,Er,False,not balanced,not balanced,0.77,0.89,cubic,-1.576,0.998,0,15.675,0,4.28,4.28,4.28,90,90,90,-4.578,O,1.385,0.6698088410999999,2.1,1.24,3.44
4471,TeEuO3,Te,Eu,False,not balanced,not balanced,0.77,1.06,orthorhombic,-2.343,-0.162,0,15.717,3.278,5.827,6.439,8.377,90,90,90,-9.104,O,1.385,0.6232372652,2.1,-,3.44
4472,TeFeO3,Te,Fe,False,2,4,0.97,0.59,cubic,-0.808,0.615,0.951,11.754,0,3.888,3.888,3.888,90,90,90,-0.992,O,1.385,0.8431577062000001,2.1,1.83,3.44
4473,TeGaO3,Te,Ga,False,not balanced,not balanced,0.77,0.62,cubic,-1.029,0.606,-,11.446,0,3.854,3.854,3.854,90,90,90,0.277,O,1.385,0.7600075379000001,2.1,1.81,3.44
4474,TeGdO3,Te,Gd,False,not balanced,not balanced,0.77,0.94,cubic,-1.42,1.126,0.005,16.745,0,4.375,4.375,4.375,90,90,90,-5.705,O,1.385,0.6554043499000001,2.1,1.2,3.44
4475,TeGeO3,Te,Ge,False,2,4,0.97,0.53,cubic,-0.851,0.676,-,11.607,0,3.872,3.872,3.872,90,90,90,1.866,O,1.385,0.86957518,2.1,2.01,3.44
4476,TeHfO3,Te,Hf,False,2,4,0.97,0.71,cubic,-2.079,0.614,0,14.002,0,4.122,4.122,4.122,90,90,90,2.379,O,1.385,0.7948622767,2.1,1.3,3.44
4477,TeHgO3,Te,Hg,False,not balanced,not balanced,0.77,1.11,orthorhombic,-0.966,0.014,-,15.598,2.147,6.005,6.232,8.336,90,90,90,-6.062,O,1.385,0.6107475405,2.1,2,3.44
4478,TeHoO3,Te,Ho,False,not balanced,not balanced,0.77,0.9,cubic,-1.541,1.025,0,15.929,0,4.302,4.302,4.302,90,90,90,-4.832,O,1.385,0.6668775114,2.1,1.23,3.44
4479,TeInO3,Te,In,False,not balanced,not balanced,0.77,0.8,cubic,-0.653,0.882,-,14.253,0,4.146,4.146,4.146,90,90,90,-3.312,O,1.385,0.6973982213,2.1,1.78,3.44
4480,TeIrO3,Te,Ir,False,2,4,0.97,0.63,cubic,-0.313,0.786,-0.001,12.569,0,3.976,3.976,3.976,90,90,90,0.617,O,1.385,0.8264200842,2.1,2.2,3.44
4481,TeKO3,Te,K,False,not balanced,not balanced,0.77,1.38,orthorhombic,-1.338,0.147,-,17.478,0,6.065,6.192,9.309,90,90,90,-4.898,O,1.385,0.5511085401,2.1,0.82,3.44
4482,TeLaO3,Te,La,False,not balanced,not balanced,0.77,1.03,cubic,-1.246,1.292,0.127,18.539,0,4.526,4.526,4.526,90,90,90,-6.948,O,1.385,0.6309793429999999,2.1,1.1,3.44
4483,TeLiO3,Te,Li,False,not balanced,not balanced,0.77,0.76,cubic,-0.541,1.103,-,9.448,0,3.615,3.615,3.615,90,90,90,-4.369,O,1.385,0.7104033163,2.1,0.98,3.44
4484,TeLuO3,Te,Lu,False,not balanced,not balanced,0.77,0.86,cubic,-1.68,0.919,0,14.919,0,4.21,4.21,4.21,90,90,90,-3.744,O,1.385,0.678759516,2.1,1.27,3.44
4485,TeMgO3,Te,Mg,False,not balanced,not balanced,0.77,0.72,cubic,-1.124,0.887,-,11.083,0,3.812,3.812,3.812,90,90,90,-2.829,O,1.385,0.7239026667,2.1,1.31,3.44
4486,TeMnO3,Te,Mn,False,2,4,0.97,0.53,cubic,-1.028,0.657,0.74,11.661,0,3.878,3.878,3.878,90,90,90,2.225,O,1.385,0.86957518,2.1,1.55,3.44
4487,TeMoO3,Te,Mo,False,2,4,0.97,0.65,cubic,-1.078,0.652,0.013,12.801,0,4,4,4,90,90,90,2.382,O,1.385,0.8182980195,2.1,2.16,3.44
4488,TeNaO3,Te,Na,False,not balanced,not balanced,0.77,1.02,orthorhombic,-1.363,0.208,-,13.733,0,5.581,5.827,8.446,90,90,90,-10.094,O,1.385,0.6336029578,2.1,0.93,3.44
4489,TeNbO3,Te,Nb,False,1,5,0.97,0.64,cubic,-1.527,0.654,-0.001,13.55,0,4.077,4.077,4.077,90,90,90,2.841,O,1.385,0.8223389973999999,2.1,1.6,3.44
4490,TeNdO3,Te,Nd,False,not balanced,not balanced,0.77,0.98,cubic,-1.217,1.272,0,18.133,0,4.492,4.492,4.492,90,90,90,-6.889,O,1.385,0.6443192869,2.1,1.14,3.44
4491,TeNiO3,Te,Ni,False,2,4,0.97,0.48,cubic,-0.568,0.75,0.3,10.741,0,3.773,3.773,3.773,90,90,90,-1.076,O,1.385,0.8928881875,2.1,1.91,3.44
4492,TeNpO3,Te,Np,False,element not in BV,element not in BV,0.77,0.86,cubic,-1.681,0.936,0.233,16.839,0,4.383,4.383,4.383,90,90,90,-0.784,O,1.385,0.678759516,2.1,1.36,3.44
4493,TeOsO3,Te,Os,False,element not in BV,element not in BV,0.77,0.57,cubic,-0.435,0.694,0.031,12.488,0,3.967,3.967,3.967,90,90,90,1.041,O,1.385,0.7794450708,2.1,2.2,3.44
4494,TePaO3,Te,Pa,False,element not in BV,element not in BV,0.77,0.91,orthorhombic,-2.03,0.219,0,17.509,0.335,5.795,6.075,9.946,90,90,90,2.508,O,1.385,0.6639717270000001,2.1,1.5,3.44
4495,TePbO3,Te,Pb,False,2,4,0.97,0.78,orthorhombic,-1.353,0.022,-,16.626,1.71,6.24,6.604,8.069,90,90,90,0.913,O,1.385,0.7691623417,2.1,2.33,3.44
4496,TePdO3,Te,Pd,False,2,4,0.97,0.62,cubic,-0.217,0.823,-,12.741,0,3.994,3.994,3.994,90,90,90,-0.898,O,1.385,0.8305418801000001,2.1,2.2,3.44
4497,TePmO3,Te,Pm,False,element not in BV,element not in BV,0.77,0.97,cubic,-1.277,1.146,-0.001,17.752,0,4.461,4.461,4.461,90,90,90,-5.572,O,1.385,0.6470552499000001,2.1,-,3.44
4498,TePrO3,Te,Pr,False,2,4,0.97,0.85,cubic,-1.165,1.277,0,18.551,0,4.527,4.527,4.527,90,90,90,-7.146,O,1.385,0.7450722459,2.1,1.13,3.44
4499,TePtO3,Te,Pt,False,element not in BV,element not in BV,0.77,0.67,cubic,-0.152,0.864,0.001,13.102,0,4.031,4.031,4.031,90,90,90,-0.244,O,1.385,0.7415158703,2.1,2.28,3.44
4500,TePuO3,Te,Pu,False,element not in BV,element not in BV,0.77,0.83,cubic,-1.698,0.723,0.733,16.776,0,4.377,4.377,4.377,90,90,90,0.557,O,1.385,0.6879526471999999,2.1,1.28,3.44
4501,TeRbO3,Te,Rb,False,not balanced,not balanced,0.77,1.52,orthorhombic,-1.372,0.101,-,20.896,0.232,6.066,6.331,10.882,90,90,90,-12.686,O,1.385,0.5245490924,2.1,0.82,3.44
4502,TeReO3,Te,Re,False,not balanced,not balanced,0.97,0.53,cubic,-0.74,0.781,0.081,12.585,0,3.977,3.977,3.977,90,90,90,1.672,O,1.385,0.86957518,2.1,1.9,3.44
4503,TeRhO3,Te,Rh,False,2,4,0.97,0.6,cubic,-0.408,0.683,0,12.356,0,3.953,3.953,3.953,90,90,90,0.665,O,1.385,0.8389100603,2.1,2.28,3.44
4504,TeRuO3,Te,Ru,False,1,5,0.97,0.57,cubic,-0.524,0.662,0.039,12.299,0,3.947,3.947,3.947,90,90,90,1.096,O,1.385,0.8517833604999999,2.1,2.2,3.44
4505,TeSbO3,Te,Sb,False,1,5,0.97,0.6,cubic,-0.691,0.69,-,14.064,0,4.128,4.128,4.128,90,90,90,-0.481,O,1.385,0.8389100603,2.1,2.05,3.44
4506,TeScO3,Te,Sc,False,not balanced,not balanced,0.77,0.75,cubic,-1.749,0.749,0,13.235,0,4.045,4.045,4.045,90,90,90,-2.076,O,1.385,0.7137307323000001,2.1,1.36,3.44
4507,TeSiO3,Te,Si,False,2,4,0.97,0.4,cubic,-1.27,0.964,-,10.312,0,3.722,3.722,3.722,90,90,90,1.411,O,1.385,0.9329055853,2.1,1.9,3.44
4508,TeSmO3,Te,Sm,False,not balanced,not balanced,0.77,0.96,cubic,-1.313,1.184,0.074,17.438,0,4.434,4.434,4.434,90,90,90,-6.339,O,1.385,0.6498145473,2.1,1.17,3.44
4509,TeSnO3,Te,Sn,False,2,4,0.97,0.69,cubic,-0.903,0.659,-,13.718,0,4.093,4.093,4.093,90,90,90,1.638,O,1.385,0.8025235999,2.1,1.96,3.44
4510,TeSrO3,Te,Sr,False,not balanced,not balanced,0.77,1.18,orthorhombic,-2.2,0.01,-,17.044,3.492,5.956,6.606,8.664,90,90,90,-10.574,O,1.385,0.5940799663,2.1,0.95,3.44
